ts_code,trade_date,close,open,high,low,vol,amount
000126.SH,20210716,12839.16,12636.71,13062.65,12412.66,6210479700.0,232924931238.0
000126.SH,20210709,12563.63,12819.26,12940.45,12356.9,5681164500.0,222039279457.0
000126.SH,20210702,12887.43,13296.14,13393.1,12880.35,5636996000.0,204210195853.0
000126.SH,20210625,13263.69,13120.55,13312.59,12942.47,6709477300.0,232435635404.0
000126.SH,20210618,13184.07,13348.54,13417.74,13029.95,4016860300.0,160789795726.0
000126.SH,20210611,13351.01,13615.65,13732.58,13249.91,5486100800.0,214743112751.0
000126.SH,20210604,13638.37,13784.34,13874.29,13491.02,5042095000.0,193655422194.0
000126.SH,20210528,13807.28,13284.36,14017.92,13137.32,4999827700.0,207014686121.0
000126.SH,20210521,13297.12,13071.26,13536.91,13065.38,6115513100.0,179107850310.0
000126.SH,20210514,13024.71,12559.73,13056.6,12475.13,5500785300.0,184324798624.0
000126.SH,20210507,12603.19,13127.04,13168.17,12603.19,2305517300.0,87116089555.0
000126.SH,20210430,13159.81,13144.71,13266.24,12848.77,4992587100.0,206219640138.0
000126.SH,20210423,13105.14,12665.4,13150.4,12548.67,5498762800.0,191319692347.0
000126.SH,20210416,12638.33,12605.91,12711.18,12288.43,4199722900.0,158531426462.0
000126.SH,20210409,12634.59,13151.2,13151.2,12546.32,3262250000.0,129495770833.0
000126.SH,20210402,13096.33,12439.61,13100.36,12296.25,4503387400.0,172658763952.0
000126.SH,20210326,12400.38,12144.99,12440.91,11766.08,4602664600.0,155806400166.0
000126.SH,20210319,12154.8,12215.74,12548.71,11767.16,5100742300.0,173890598281.0
000126.SH,20210312,12284.45,12630.77,12696.59,11519.13,6277240400.0,235621171614.0
000126.SH,20210305,12562.42,13096.46,13329.95,12178.71,5589570800.0,234425529605.0
000126.SH,20210226,12945.18,14878.26,14878.26,12757.58,6640401300.0,288600945271.0
000126.SH,20210219,14830.87,15497.28,15588.66,14404.32,3061333700.0,131239287991.0
000126.SH,20210210,15277.85,14251.79,15307.86,14097.25,3909263900.0,157710790067.0
000126.SH,20210205,14194.93,13684.07,14440.52,13573.49,7222284600.0,257986166521.0
000126.SH,20210129,13637.02,13908.23,14365.72,13457.37,6146541900.0,263344733371.0
000126.SH,20210122,13857.1,13602.54,13892.88,13205.39,6451159700.0,255640895647.0
000126.SH,20210115,13673.14,14156.95,14615.69,13362.35,7528216400.0,299762137921.0
000126.SH,20210108,14151.3,13263.29,14459.57,13240.58,8172714400.0,310066352719.0
000126.SH,20201231,13221.68,12629.21,13232.45,12587.68,5099486100.0,174412817024.0
000126.SH,20201225,12594.87,12218.64,12721.78,12145.36,7010367600.0,223172292458.0
000126.SH,20201218,12199.11,11766.25,12303.05,11711.06,5707403600.0,187301441826.0
000126.SH,20201211,11731.54,11757.23,11915.58,11621.98,5796311100.0,178566776203.0
000126.SH,20201204,11739.24,11473.23,11756.23,11334.08,6604941300.0,163794678614.0
000126.SH,20201127,11484.08,11688.33,11797.58,11220.01,6525496500.0,167557302186.0
000126.SH,20201120,11657.91,11472.84,11704.67,11229.38,7013115100.0,167971817220.0
000126.SH,20201113,11472.31,11667.7,11776.77,11385.09,6272867500.0,187416583896.0
000126.SH,20201106,11637.16,11114.65,11761.85,11114.65,7433405400.0,186843680344.0
000126.SH,20201030,11129.12,10759.79,11463.63,10614.04,5390762700.0,171062511374.0
000126.SH,20201023,10919.37,11050.88,11181.18,10811.98,4527042600.0,121258616403.0
000126.SH,20201016,11032.09,10937.87,11391.61,10894.34,5295096600.0,134959086988.0
000126.SH,20201009,10861.92,10943.3,10948.22,10788.73,978993900.0,32662125697.0
000126.SH,20200930,10742.21,10653.6,10886.27,10612.99,1883014600.0,62463586536.0
000126.SH,20200925,10589.31,10911.51,10921.78,10529.83,3606634200.0,110714513224.0
000126.SH,20200918,10918.2,10774.01,10970.3,10654.18,4696196600.0,144805330040.0
000126.SH,20200911,10674.81,11018.77,11111.9,10366.12,5457754800.0,150896080582.0
000126.SH,20200904,11058.75,11305.24,11603.97,10905.53,6722351700.0,195532733762.0
000126.SH,20200828,11200.35,10629.72,11236.48,10561.53,6406509700.0,167230227867.0
000126.SH,20200821,10596.62,10510.02,10818.8,10384.74,8466979800.0,169320016906.0
000126.SH,20200814,10490.85,10447.22,10728.59,10113.12,8025924400.0,160120370261.0
000126.SH,20200807,10501.44,10618.92,10691.36,10301.22,7054278800.0,182506861781.0
000126.SH,20200731,10508.37,9792.53,10582.44,9718.55,5509832400.0,173515232825.0
000126.SH,20200724,9753.11,9777.82,10292.61,9556.1,6464408900.0,202621518973.0
000126.SH,20200717,9668.14,9906.61,10251.66,9411.07,7916875500.0,238854187069.0
000126.SH,20200710,9891.34,9255.73,10006.62,9222.88,8828071100.0,230570466054.0
000126.SH,20200703,9191.97,8527.65,9202.02,8508.04,5180556600.0,148344647746.0
000126.SH,20200624,8551.67,8454.3,8592.12,8357.23,2589317800.0,68545400439.0
000126.SH,20200619,8458.96,8141.65,8473.29,8085.72,4463204400.0,107087168014.0
000126.SH,20200612,8190.65,8082.35,8196.01,7945.62,5523749300.0,112732048302.0
000126.SH,20200605,8061.66,7947.86,8062.15,7940.22,5570362100.0,110528784597.0
000126.SH,20200529,7901.06,7601.0,7901.06,7526.68,4052643400.0,91038347039.0
000126.SH,20200522,7577.13,7664.1,7843.47,7542.77,4328405100.0,95632833861.0
000126.SH,20200515,7666.62,7786.25,7870.07,7639.61,4769340800.0,98771347979.0
000688.SH,20230621,1020.22,1053.34,1059.98,1020.14,6852130900.0,282227481242.0
000688.SH,20230616,1052.88,1030.26,1055.08,1021.27,10050522200.0,403713698554.0
000688.SH,20230609,1032.55,1063.15,1068.3,1001.75,9411887400.0,372415924074.0
000688.SH,20230602,1053.29,1041.27,1067.23,1022.15,9346142500.0,379313865816.0
000688.SH,20230526,1038.66,1040.83,1048.47,1006.71,8132543000.0,318591551700.0
000688.SH,20230519,1040.16,1013.53,1048.9,1006.3,9073707300.0,339971407260.0
000688.SH,20230512,1014.11,1050.1,1063.89,1014.02,9343531100.0,342017472723.0
000688.SH,20230505,1049.09,1077.85,1082.84,1047.09,3972154600.0,163522059154.0
000688.SH,20230428,1087.87,1116.67,1118.77,1059.95,10803636600.0,488657015518.0
000688.SH,20230421,1116.83,1134.05,1167.54,1114.83,11745828800.0,555658878726.0
000688.SH,20230414,1136.21,1164.98,1171.3,1095.96,11393398700.0,570691044000.0
000688.SH,20230407,1161.02,1093.08,1165.34,1090.75,9821509900.0,496433377998.0
000688.SH,20230331,1081.54,1057.17,1083.16,1035.68,8875311700.0,421023624430.0
000688.SH,20230324,1060.99,1016.23,1064.12,1012.45,9334316000.0,416854295601.0
000688.SH,20230317,1015.76,992.94,1027.17,989.33,8728017300.0,349391554924.0
000688.SH,20230310,993.55,999.72,1011.03,987.5,7759611800.0,298238036311.0
000688.SH,20230303,998.9,988.11,1002.48,980.1,7577629900.0,283380291613.0
000688.SH,20230224,990.63,985.11,1003.18,979.83,5889277600.0,247500089284.0
000688.SH,20230217,986.33,1020.55,1032.59,986.33,7456023600.0,319826530666.0
000688.SH,20230210,1024.54,1031.92,1038.6,1004.67,7010354100.0,303103797460.0
000688.SH,20230203,1033.87,1046.44,1051.67,1010.4,6851355600.0,304449691780.0
000688.SH,20230120,1029.13,972.7,1034.59,971.9,5351760100.0,243384565031.0
000688.SH,20230113,974.31,994.74,1000.07,967.11,4815218000.0,219592967778.0
000688.SH,20230106,991.1,960.51,1003.04,956.7,4310681300.0,188717707379.0
000688.SH,20221230,959.9,920.74,971.04,920.56,4377432200.0,183655870373.0
000688.SH,20221223,920.35,973.6,980.47,915.35,4230426900.0,169868049155.0
000688.SH,20221216,978.36,1000.29,1011.76,973.7,5704692900.0,247459041333.0
000688.SH,20221209,1001.69,1011.28,1014.33,992.63,6940185700.0,296566816915.0
000688.SH,20221202,1008.14,983.59,1021.4,980.76,6200327500.0,272701361367.0
000688.SH,20221125,999.99,1023.9,1032.95,994.5,6337885800.0,266023489099.0
000688.SH,20221118,1031.99,1021.41,1054.36,1012.67,7051738000.0,330640418299.0
000688.SH,20221111,1023.26,1070.14,1080.79,1021.11,7149623500.0,331338845469.0
000688.SH,20221104,1072.87,991.89,1077.49,991.89,7862176000.0,386334007054.0
000688.SH,20221028,993.72,967.56,1021.56,955.57,6978783000.0,337079881668.0
000688.SH,20221021,967.98,948.64,976.71,938.33,6531501900.0,301544003627.0
000688.SH,20221014,954.92,933.02,961.5,871.45,5298348900.0,242317260272.0
000688.SH,20220930,939.38,955.04,978.49,937.86,4747657700.0,194978588276.0
000688.SH,20220923,960.94,997.53,1003.15,956.11,4284140700.0,199860652237.0
000688.SH,20220916,998.52,1034.5,1046.18,990.85,3730954300.0,186845531984.0
000688.SH,20220909,1033.78,1030.6,1065.17,1016.65,4801578800.0,242067595732.0
000688.SH,20220902,1030.12,1032.04,1064.76,1022.58,5264439900.0,260097803312.0
000688.SH,20220826,1045.99,1103.15,1117.71,1044.4,6426774600.0,312323901717.0
000688.SH,20220819,1108.45,1145.02,1155.78,1108.16,6929448300.0,338514332886.0
000688.SH,20220812,1146.19,1161.04,1176.06,1141.34,7386743700.0,362317499142.0
000688.SH,20220805,1157.33,1081.62,1158.51,1068.19,7363540000.0,348537470124.0
000688.SH,20220729,1088.91,1082.62,1116.16,1066.13,5622696700.0,269275619829.0
000688.SH,20220722,1084.97,1075.71,1109.54,1052.95,5562845200.0,261637033938.0
000688.SH,20220715,1072.26,1098.67,1098.67,1041.65,4919376500.0,248738917911.0
000688.SH,20220708,1104.02,1087.34,1120.87,1073.04,5506225600.0,277665327008.0
000688.SH,20220701,1089.03,1113.22,1121.45,1084.59,6073737900.0,290055275169.0
000688.SH,20220624,1101.48,1099.46,1109.74,1054.91,5589223000.0,265835719118.0
000688.SH,20220617,1092.09,1088.76,1094.79,1039.0,5446837800.0,243644498807.0
000688.SH,20220610,1102.85,1084.66,1130.76,1072.18,7882601600.0,326056547713.0
000688.SH,20220602,1079.85,995.96,1081.92,984.28,5182522800.0,190386666946.0
000688.SH,20220527,993.7,1044.18,1050.06,986.42,3673573000.0,164678409406.0
000688.SH,20220520,1045.38,1016.94,1049.04,993.38,3763907800.0,169325252477.0
000688.SH,20220513,1010.8,938.39,1026.49,931.58,4054208500.0,176669400055.0
000688.SH,20220506,942.23,944.55,967.25,929.82,1577385500.0,68464701364.0
000688.SH,20220429,947.15,924.96,949.06,853.21,4501482500.0,177377192064.0
000688.SH,20220422,942.07,969.06,1010.58,940.26,3255042900.0,145563998530.0
000688.SH,20220415,973.36,1022.91,1022.91,955.77,3309736100.0,150875625114.0
000688.SH,20220408,1027.24,1087.76,1087.76,1017.18,2197793700.0,97170456627.0
000688.SH,20220401,1089.19,1097.87,1112.63,1074.79,3513982600.0,161116686800.0
000688.SH,20220325,1106.86,1143.55,1160.71,1106.36,4380653200.0,193750740563.0
000688.SH,20220318,1144.32,1151.97,1163.51,1070.77,5170987100.0,254230849241.0
000688.SH,20220311,1161.21,1198.01,1198.01,1097.07,4955629100.0,240784931853.0
000688.SH,20220304,1203.09,1243.98,1259.68,1197.83,4097788300.0,208054991792.0
000688.SH,20220225,1240.88,1207.15,1253.46,1168.57,4429434800.0,211248752189.0
000688.SH,20220218,1204.37,1161.84,1217.47,1148.7,3453070700.0,159723123200.0
000688.SH,20220211,1169.59,1247.58,1263.97,1168.9,4302802700.0,183658169437.0
000688.SH,20220128,1229.22,1286.14,1311.73,1229.22,5065430100.0,206623909336.0
000688.SH,20220121,1290.41,1317.38,1362.48,1288.78,4816909600.0,273692516276.0
000688.SH,20220114,1312.29,1306.6,1323.15,1288.85,4367050900.0,265229309690.0
000688.SH,20220107,1305.49,1403.39,1405.51,1305.14,3537421500.0,198035878182.0
000688.SH,20211231,1398.19,1356.41,1399.75,1349.11,3494756300.0,204242864303.0
000688.SH,20211224,1358.73,1389.18,1401.34,1353.65,3678810400.0,213242959724.0
000688.SH,20211217,1399.06,1439.19,1451.68,1395.64,4015459200.0,245400680394.0
000688.SH,20211210,1435.7,1444.93,1445.16,1380.51,4356649900.0,261796080896.0
000688.SH,20211203,1444.83,1448.5,1479.93,1427.98,4718719600.0,287557914239.0
000688.SH,20211126,1459.93,1449.45,1489.71,1449.38,5077327700.0,300268747442.0
000688.SH,20211119,1444.78,1441.41,1448.03,1414.12,5111310600.0,275381962697.0
000688.SH,20211112,1440.16,1398.57,1444.41,1381.62,4646490100.0,258869434084.0
000688.SH,20211105,1396.74,1398.59,1423.93,1386.4,4383061300.0,248882243177.0
000688.SH,20211029,1396.2,1366.21,1398.42,1354.3,4068142500.0,233212350748.0
000688.SH,20211022,1368.14,1366.55,1381.06,1338.89,3332088900.0,186713960068.0
000688.SH,20211015,1363.16,1367.21,1377.31,1312.44,2863036200.0,164395098107.0
000688.SH,20211008,1364.46,1378.53,1388.02,1361.04,550278700.0,31614688004.0
000688.SH,20210930,1368.72,1386.52,1397.18,1336.51,2665030400.0,143340669314.0
000688.SH,20210924,1375.0,1338.01,1390.5,1335.5,2233876500.0,117868856420.0
000688.SH,20210917,1349.68,1426.54,1426.76,1332.1,4479512400.0,239417983624.0
000688.SH,20210910,1426.81,1398.24,1443.34,1392.21,4907668500.0,254015677624.0
000688.SH,20210903,1400.89,1487.9,1508.78,1382.64,5823829800.0,300836071870.0
000688.SH,20210827,1480.31,1534.39,1586.52,1476.56,5523315800.0,328755531368.0
000688.SH,20210820,1529.09,1547.39,1566.0,1501.18,5247702000.0,291788129352.0
000688.SH,20210813,1552.78,1567.44,1604.73,1548.69,6060155400.0,333377873822.0
000688.SH,20210806,1586.67,1594.03,1639.19,1558.1,6655984400.0,390608038658.0
000688.SH,20210730,1591.22,1559.84,1627.85,1476.59,7293412200.0,407357276168.0
000688.SH,20210723,1563.49,1514.83,1593.7,1501.92,4944388000.0,281839043591.0
000688.SH,20210716,1525.23,1593.57,1621.71,1523.64,4973515100.0,272558284107.0
000688.SH,20210709,1583.71,1545.68,1616.7,1510.71,5309928300.0,303240859136.0
000688.SH,20210702,1538.16,1538.02,1603.35,1527.2,5280393600.0,283846208082.0
000688.SH,20210625,1534.85,1485.66,1551.92,1482.49,7088682100.0,267083343227.0
000688.SH,20210618,1494.7,1442.09,1499.82,1404.69,4058017900.0,186027958507.0
000688.SH,20210611,1436.28,1443.86,1455.83,1411.23,4896117300.0,220645905114.0
000688.SH,20210604,1431.52,1398.19,1467.94,1398.19,6811896600.0,231505243763.0
000688.SH,20210528,1386.04,1314.79,1414.61,1304.64,4789500700.0,177056439651.0
000688.SH,20210521,1315.21,1303.08,1341.28,1301.06,3216909900.0,153160793056.0
000688.SH,20210514,1300.54,1262.48,1301.37,1240.2,2357463300.0,122715793567.0
000688.SH,20210507,1263.9,1321.21,1322.68,1263.69,957857700.0,57364387790.0
000688.SH,20210430,1322.24,1315.51,1337.85,1297.27,2858699900.0,165468493478.0
000688.SH,20210423,1311.83,1273.08,1318.3,1268.99,2880570100.0,142070465961.0
000688.SH,20210416,1274.7,1269.02,1280.08,1239.46,1996062800.0,98724128768.0
000688.SH,20210409,1271.44,1304.64,1309.95,1269.92,1740613300.0,86877117588.0
000688.SH,20210402,1299.92,1262.29,1302.62,1236.26,2019847700.0,103169954109.0
000688.SH,20210326,1256.66,1229.47,1258.16,1212.38,1866336100.0,91102990337.0
000688.SH,20210319,1231.29,1254.68,1254.68,1212.34,1749863200.0,92748983597.0
000688.SH,20210312,1261.32,1337.02,1340.42,1227.18,2124551200.0,122503120432.0
000688.SH,20210305,1329.84,1339.99,1373.66,1305.92,2378509400.0,137241069055.0
000688.SH,20210226,1325.59,1431.56,1436.8,1319.65,2396724700.0,138200375636.0
000688.SH,20210219,1427.91,1457.8,1465.68,1404.15,913787200.0,57451153806.0
000688.SH,20210210,1437.02,1371.75,1440.21,1367.33,1175938100.0,77109483348.0
000688.SH,20210205,1368.8,1419.18,1443.98,1367.71,2324706800.0,140397120767.0
000688.SH,20210129,1421.96,1481.74,1513.73,1400.67,2460689700.0,165651482775.0
000688.SH,20210122,1486.31,1443.82,1496.37,1437.02,2800442600.0,182459560234.0
000688.SH,20210115,1447.58,1385.35,1478.75,1378.12,2958127000.0,177463530656.0
000688.SH,20210108,1378.74,1398.96,1434.19,1366.18,3008209000.0,190538458214.0
000688.SH,20201231,1393.03,1345.3,1394.74,1335.21,2068958600.0,123883817689.0
000688.SH,20201225,1349.79,1359.69,1390.99,1340.79,2631658600.0,147283722041.0
000688.SH,20201218,1361.11,1361.61,1381.48,1339.9,2431995400.0,141479958066.0
000688.SH,20201211,1362.96,1410.5,1417.78,1345.32,2553072200.0,143473287221.0
000688.SH,20201204,1404.87,1392.95,1419.11,1380.22,2241741100.0,126086264414.0
000688.SH,20201127,1387.77,1429.39,1429.39,1380.13,2178454600.0,122468287080.0
000688.SH,20201120,1430.72,1520.27,1520.27,1408.22,2379554800.0,125681149039.0
000688.SH,20201113,1436.89,1446.47,1491.52,1393.73,2760453400.0,158951522316.0
000688.SH,20201106,1441.47,1402.08,1479.47,1370.9,2370140900.0,135355654705.0
000688.SH,20201030,1393.91,1332.68,1430.12,1313.45,2112389900.0,124050220529.0
000688.SH,20201023,1336.53,1444.84,1446.49,1336.37,1884342100.0,116265112604.0
000688.SH,20201016,1438.53,1475.26,1498.83,1429.08,2466479700.0,138190881087.0
000688.SH,20201009,1465.96,1446.52,1467.98,1446.52,492101500.0,24754719794.0
000688.SH,20200930,1418.8,1367.46,1431.88,1335.99,1280190600.0,64052241100.0
000688.SH,20200925,1364.02,1407.07,1440.64,1360.55,2580950900.0,130568374734.0
000688.SH,20200918,1403.9,1334.98,1403.92,1334.82,2739890200.0,134519681055.0
000688.SH,20200911,1312.51,1387.49,1394.9,1272.84,2569513800.0,136808117196.0
000688.SH,20200904,1390.28,1417.66,1441.46,1371.16,2504206400.0,145333206299.0
000688.SH,20200828,1413.64,1453.49,1462.9,1377.21,2913094700.0,159883171264.0
000688.SH,20200821,1447.71,1486.81,1517.89,1438.46,3483993200.0,186579345322.0
000688.SH,20200814,1484.04,1520.1,1555.68,1422.73,2738394600.0,192850584452.0
000688.SH,20200807,1526.8,1533.23,1628.14,1492.25,3900388800.0,274156670943.0
000688.SH,20200731,1512.98,1396.49,1513.76,1361.98,3493566100.0,230514889265.0
000688.SH,20200724,1389.31,1459.78,1519.12,1388.28,4576445998.0,288712330883.0
